date,team1,score1,team2,score2,venue,score_diff
12/16/2023,Western Michigan,68,Illinois Chicago,89,Illinois Chicago,-21
12/21/2023,Incarnate Word,67,Illinois Chicago,66,Illinois Chicago,1
11/06/2023,Lourdes,56,Illinois St.,75,Illinois St.,-19
11/15/2023,Eastern Illinois,61,Illinois St.,69,Illinois St.,-8
11/20/2023,Long Beach St.,52,Illinois St.,61,Illinois St.,-9
11/21/2023,High Point,74,Illinois St.,72,Illinois St.,2
12/03/2023,Murray St.,72,Illinois St.,76,Illinois St.,-4
12/06/2023,Northern Kentucky,59,Illinois St.,62,Illinois St.,-3
12/09/2023,Norfolk St.,64,Illinois St.,58,Illinois St.,6
12/17/2023,North Dakota St.,65,Illinois St.,75,Illinois St.,-10
12/21/2023,Southeast Missouri St.,64,Illinois St.,85,Illinois St.,-21
11/14/2023,Schreiner,63,Incarnate Word,104,Incarnate Word,-41
11/22/2023,Jacksonville St.,66,Incarnate Word,67,Incarnate Word,-1
12/09/2023,Northern Arizona,76,Incarnate Word,75,Incarnate Word,1
11/07/2023,Florida Gulf Coast,63,Indiana,69,Indiana,-6
11/12/2023,Army,64,Indiana,72,Indiana,-8
11/16/2023,Wright St.,80,Indiana,89,Indiana,-9
11/19/2023,Connecticut,77,Indiana,57,Indiana,20
11/26/2023,Harvard,76,Indiana,89,Indiana,-13
12/01/2023,Maryland,53,Indiana,65,Indiana,-12
12/16/2023,Kansas,75,Indiana,71,Indiana,4
12/19/2023,Morehead St.,68,Indiana,69,Indiana,-1
12/21/2023,North Alabama,66,Indiana,83,Indiana,-17
12/29/2023,Kennesaw St.,87,Indiana,100,Indiana,-13
11/06/2023,St. Mary of the Woods,60,Indiana St.,90,Indiana St.,-30
11/14/2023,IUPUI,57,Indiana St.,96,Indiana St.,-39
11/21/2023,Rice,88,Indiana St.,103,Indiana St.,-15
11/24/2023,Toledo,74,Indiana St.,76,Indiana St.,-2
11/28/2023,Southern Illinois,48,Indiana St.,77,Indiana St.,-29
12/09/2023,Southern Indiana,54,Indiana St.,98,Indiana St.,-44
12/19/2023,Tennessee St.,69,Indiana St.,90,Indiana St.,-21
11/10/2023,Sacred Heart,81,Iona,88,Iona,-7
11/29/2023,Marist,68,Iona,64,Iona,4
12/06/2023,Hofstra,62,Iona,57,Iona,5
12/10/2023,Saint Francis,54,Iona,61,Iona,-7
12/21/2023,Colgate,65,Iona,85,Iona,-20
11/07/2023,North Dakota,68,Iowa,110,Iowa,-42
11/10/2023,Alabama St.,67,Iowa,98,Iowa,-31
11/17/2023,Arkansas St.,74,Iowa,88,Iowa,-14
11/23/2023,Oklahoma,79,Iowa,67,Iowa,12
11/29/2023,North Florida,78,Iowa,103,Iowa,-25
12/10/2023,Michigan,90,Iowa,80,Iowa,10
12/16/2023,Florida A&M,52,Iowa,88,Iowa,-36
12/20/2023,UMBC,81,Iowa,103,Iowa,-22
12/29/2023,Northern Illinois,74,Iowa,103,Iowa,-29
11/06/2023,Green Bay,44,Iowa St.,85,Iowa St.,-41
11/09/2023,Lindenwood,47,Iowa St.,102,Iowa St.,-55
11/12/2023,Idaho St.,55,Iowa St.,86,Iowa St.,-31
11/19/2023,Grambling St.,37,Iowa St.,92,Iowa St.,-55
11/26/2023,Texas A&M,73,Iowa St.,69,Iowa St.,4
12/07/2023,Iowa,65,Iowa St.,90,Iowa St.,-25
12/10/2023,Prairie View A&M,56,Iowa St.,107,Iowa St.,-51
12/17/2023,Florida A&M,58,Iowa St.,96,Iowa St.,-38
12/21/2023,Eastern Illinois,48,Iowa St.,80,Iowa St.,-32
12/31/2023,New Hampshire,70,Iowa St.,85,Iowa St.,-15
12/16/2023,Howard,74,Jackson St.,81,Jackson St.,-7
12/17/2023,North Carolina A&T,60,Jackson St.,68,Jackson St.,-8
11/06/2023,Johnson FL,46,Jacksonville,113,Jacksonville,-67
11/14/2023,Georgia Southern,68,Jacksonville,85,Jacksonville,-17
11/29/2023,Campbell,48,Jacksonville,62,Jacksonville,-14
12/14/2023,Trinity Baptist,54,Jacksonville,91,Jacksonville,-37
12/18/2023,Louisiana Monroe,65,Jacksonville,75,Jacksonville,-10
12/30/2023,Erskine,52,Jacksonville,79,Jacksonville,-27
11/07/2023,Brescia,41,Jacksonville St.,91,Jacksonville St.,-50
11/11/2023,Utah Tech,81,Jacksonville St.,79,Jacksonville St.,2
11/26/2023,Incarnate Word,65,Jacksonville St.,67,Jacksonville St.,-2
11/30/2023,South Alabama,52,Jacksonville St.,70,Jacksonville St.,-18
12/03/2023,East Tennessee St.,61,Jacksonville St.,59,Jacksonville St.,2
12/08/2023,Illinois Chicago,55,Jacksonville St.,49,Jacksonville St.,6
12/28/2023,Fort Valley St.,57,Jacksonville St.,93,Jacksonville St.,-36
12/31/2023,Trevecca Nazarene,67,Jacksonville St.,107,Jacksonville St.,-40
11/12/2023,Howard,86,James Madison,107,James Madison,-21
11/17/2023,Radford,73,James Madison,76,James Madison,-3
11/29/2023,Buffalo,66,James Madison,81,James Madison,-15
12/03/2023,Keystone,59,James Madison,130,James Madison,-71
12/19/2023,Coppin St.,48,James Madison,87,James Madison,-39
12/30/2023,Texas St.,65,James Madison,82,James Madison,-17
11/06/2023,North Carolina Central,56,Kansas,99,Kansas,-43
11/10/2023,Manhattan,61,Kansas,99,Kansas,-38
11/22/2023,Tennessee,60,Kansas,69,Kansas,-9
11/28/2023,Eastern Illinois,63,Kansas,71,Kansas,-8
12/01/2023,Connecticut,65,Kansas,69,Kansas,-4
12/05/2023,UMKC,69,Kansas,88,Kansas,-19
12/09/2023,Missouri,64,Kansas,73,Kansas,-9
12/22/2023,Yale,60,Kansas,75,Kansas,-15
12/30/2023,Wichita St.,67,Kansas,86,Kansas,-19
11/06/2023,USC,82,Kansas St.,69,Kansas St.,13
11/10/2023,Bellarmine,75,Kansas St.,83,Kansas St.,-8
11/13/2023,South Dakota St.,68,Kansas St.,91,Kansas St.,-23
11/19/2023,Miami FL,91,Kansas St.,83,Kansas St.,8
11/22/2023,Central Arkansas,56,Kansas St.,100,Kansas St.,-44
11/28/2023,Oral Roberts,78,Kansas St.,88,Kansas St.,-10
12/02/2023,North Alabama,74,Kansas St.,75,Kansas St.,-1
12/05/2023,Villanova,71,Kansas St.,72,Kansas St.,-1
12/17/2023,Nebraska,62,Kansas St.,46,Kansas St.,16
12/21/2023,Wichita St.,60,Kansas St.,69,Kansas St.,-9
11/07/2023,Oakwood,46,Kennesaw St.,93,Kennesaw St.,-47
11/15/2023,Keiser,55,Kennesaw St.,101,Kennesaw St.,-46
11/19/2023,Georgia Southern,92,Kennesaw St.,96,Kennesaw St.,-4
12/02/2023,Georgia St.,77,Kennesaw St.,88,Kennesaw St.,-11
12/05/2023,UNC Asheville,76,Kennesaw St.,79,Kennesaw St.,-3
12/19/2023,Brescia,59,Kennesaw St.,91,Kennesaw St.,-32
11/06/2023,Malone,58,Kent St.,79,Kent St.,-21
11/09/2023,James Madison,113,Kent St.,108,Kent St.,5
11/11/2023,Fresno St.,69,Kent St.,79,Kent St.,-10
11/17/2023,Hampton,62,Kent St.,100,Kent St.,-38
11/20/2023,Fordham,72,Kent St.,79,Kent St.,-7
11/26/2023,Charleston,84,Kent St.,78,Kent St.,6
11/30/2023,Shawnee St.,61,Kent St.,103,Kent St.,-42
12/09/2023,Cleveland St.,77,Kent St.,83,Kent St.,-6
11/06/2023,New Mexico St.,46,Kentucky,86,Kentucky,-40
11/10/2023,Texas A&M Commerce,61,Kentucky,81,Kentucky,-20
11/14/2023,Kansas,89,Kentucky,84,Kentucky,5
11/17/2023,Stonehill,67,Kentucky,101,Kentucky,-34
11/20/2023,Saint Joseph's,88,Kentucky,96,Kentucky,-8
11/24/2023,Marshall,82,Kentucky,118,Kentucky,-36
11/28/2023,Miami FL,73,Kentucky,95,Kentucky,-22
12/02/2023,UNC Wilmington,80,Kentucky,73,Kentucky,7
12/29/2023,Illinois St.,70,Kentucky,96,Kentucky,-26
11/10/2023,Air Force,82,LIU,67,LIU,15
11/24/2023,Texas A&M Corpus Chris,68,LIU,83,LIU,-15
12/28/2023,Albany,86,LIU,69,LIU,17
11/06/2023,Mississippi Valley St.,60,LSU,106,LSU,-46
11/10/2023,Nicholls St.,68,LSU,66,LSU,2
11/16/2023,Dayton,70,LSU,67,LSU,3
11/17/2023,North Texas,62,LSU,66,LSU,-4
11/24/2023,North Florida,63,LSU,75,LSU,-12
12/01/2023,Southeastern Louisiana,66,LSU,73,LSU,-7
12/09/2023,Kansas St.,75,LSU,60,LSU,15
12/13/2023,Alabama St.,56,LSU,74,LSU,-18
12/21/2023,Lamar,66,LSU,87,LSU,-21
12/29/2023,Northwestern St.,55,LSU,96,LSU,-41
11/07/2023,Drexel,61,La Salle,67,La Salle,-6
11/11/2023,Northeastern,74,La Salle,79,La Salle,-5
11/14/2023,Bucknell,57,La Salle,69,La Salle,-12
11/18/2023,Southern Indiana,78,La Salle,79,La Salle,-1
11/26/2023,Coppin St.,62,La Salle,81,La Salle,-19
12/06/2023,Loyola MD,61,La Salle,62,La Salle,-1
12/21/2023,Rosemont,41,La Salle,107,La Salle,-66
12/30/2023,Howard,71,La Salle,66,La Salle,5
11/19/2023,Wilkes,53,Lafayette,69,Lafayette,-16
11/26/2023,Belmont,79,Lafayette,69,Lafayette,10
11/29/2023,Drexel,69,Lafayette,48,Lafayette,21
12/02/2023,Cornell,79,Lafayette,71,Lafayette,8
